uid,frame,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
user_584217,210,0.46624949994751197,0.8746200268693998,-0.10000402931842707,0.5005508400756331,0.8493858916088015,0.07371650673282139
user_584217,240,0.4828680823427416,0.8476379582248422,-0.0933565963603352,0.48393225768040343,0.8763679602533591,0.06706907377472952
user_584217,270,0.45400609427366034,0.8246690513825603,-0.10490139158796771,0.5127942457494847,0.899336867095641,0.07861386900236203
user_261123,0,0.45177974179816544,0.8970528440155563,-0.09720268142663267,0.5517797417981655,0.8570528440155563,0.10279731857336734
user_261123,30,0.49385329103856024,0.8832619131916004,-0.08037326173047474,0.5097061925577706,0.8708437748395121,0.08596789887720942
user_261123,60,0.4972446131394495,0.854568438919142,-0.07901673289011904,0.5063148704568814,0.8995372491119705,0.0846113700368537
user_261123,90,0.4588357422011588,0.8373530691175429,-0.09438028126543532,0.5447237413951721,0.9167526189135696,0.09997491841216999
user_261123,120,0.41393961703276905,0.8474435353896479,-0.11233873133279124,0.5896198665635619,0.9066621526414647,0.1179333684795259
user_261123,150,0.4038335280650085,0.875562709579453,-0.11638116691989545,0.5997259555313224,0.8785429784516595,0.12197580406663011
user_261123,180,0.43780896688821913,0.8958579526150673,-0.1027909913906112,0.5657505167081117,0.8582477354160453,0.10838562853734586
user_261123,210,0.4846290717341049,0.8896699116458554,-0.0840629494522569,0.518930411862226,0.8644357763852571,0.08965758659899156
user_261123,240,0.5012476541293346,0.8626878430012979,-0.07741551649416503,0.5023118294669964,0.8914178450298147,0.0830101536408997
user_261123,270,0.4723856660602533,0.8397189361590159,-0.08896031172179754,0.5311738175360776,0.9143867518720966,0.0945549488685322
user_818642,0,0.4526883940257886,0.8940496549024914,-0.08581033401883073,0.5526883940257886,0.8540496549024914,0.11418966598116928
user_818642,30,0.4947619432661834,0.8802587240785356,-0.0689809143226728,0.5106148447853938,0.8678405857264473,0.09736024628501136
user_818642,60,0.49815326536707266,0.8515652498060772,-0.0676243854823171,0.5072235226845045,0.8965340599989057,0.09600371744465565
user_818642,90,0.45974439442878196,0.8343498800044781,-0.08298793385763338,0.5456323936227953,0.9137494298005048,0.11136726581997193
user_818642,120,0.4148482692603922,0.844440346276583,-0.1009463839249893,0.5905285187911851,0.9036589635283998,0.12932571588732786
user_818642,150,0.40474218029263165,0.8725595204663882,-0.1049888195120935,0.6006346077589455,0.8755397893385947,0.13336815147443207
user_818642,180,0.4387176191158423,0.8928547635020024,-0.09139864398280925,0.5666591689357349,0.8552445463029804,0.1197779759451478
user_818642,210,0.48553772396172806,0.8866667225327906,-0.07267060204445495,0.5198390640898491,0.8614325872721923,0.1010499340067935
user_818642,240,0.5021563063569576,0.859684653888233,-0.06602316908636309,0.5032204816946195,0.8884146559167498,0.09440250104870164
user_818642,270,0.47329431828787644,0.8367157470459511,-0.0775679643139956,0.5320824697637008,0.9113835627590318,0.10594729627633415
user_334835,0,0.4743039262591731,0.8693831826828157,-0.11438152724348104,0.5743039262591731,0.8293831826828156,0.08561847275651897
user_334835,30,0.5163774754995679,0.8555922518588598,-0.0975521075473231,0.5322303770187783,0.8431741135067715,0.06878905306036105
user_334835,60,0.5197687976004572,0.8268987775864014,-0.0961955787069674,0.5288390549178891,0.8718675877792299,0.06743252422000534
user_334835,90,0.4813599266621665,0.8096834077848023,-0.11155912708228369,0.5672479258561798,0.889082957580829,0.08279607259532162
user_334835,120,0.4364638014937767,0.8197738740569073,-0.1295175771496396,0.6121440510245696,0.878992491308724,0.10075452266267754
user_334835,150,0.4263577125260162,0.8478930482467124,-0.1335600127367438,0.62225013999233,0.8508733171189189,0.10479695824978175
user_334835,180,0.4603331513492268,0.8681882912823267,-0.11996983720745956,0.5882747011691194,0.8305780740833046,0.0912067827204975
user_334835,210,0.5071532561951126,0.8620002503131148,-0.10124179526910526,0.5414545963232337,0.8367661150525165,0.0724787407821432
user_334835,240,0.5237718385903423,0.8350181816685572,-0.0945943623110134,0.524836013928004,0.8637481836970741,0.06583130782405133
user_334835,270,0.49490985052126096,0.8120492748262753,-0.1061391575386459,0.5536980019970853,0.886717090539356,0.07737610305168384
user_584013,0,0.4253222901292735,0.8858590429648278,-0.1101353871266588,0.5253222901292736,0.8458590429648277,0.08986461287334122
user_584013,30,0.4673958393696683,0.8720681121408719,-0.09330596743050086,0.48324874088887865,0.8596499737887836,0.0730351931771833
user_584013,60,0.47078716147055755,0.8433746378684135,-0.09194943859014516,0.47985741878798943,0.888343448061242,0.07167866433682758
user_584013,90,0.43237829053226684,0.8261592680668144,-0.10731298696546145,0.5182662897262802,0.9055588178628411,0.08704221271214387
user_584013,120,0.3874821653638771,0.8362497343389194,-0.12527143703281737,0.56316241489467,0.8954683515907361,0.10500066277949978
user_584013,150,0.37737607639611653,0.8643689085287245,-0.12931387261992158,0.5732685038624304,0.867349177400931,0.10904309836660399
user_584013,180,0.41135151521932717,0.8846641515643388,-0.11572369709063732,0.5392930650392198,0.8470539343653167,0.09545292283731974
user_584013,210,0.45817162006521295,0.8784761105951269,-0.09699565515228302,0.49247296019333403,0.8532419753345286,0.07672488089896544
user_584013,240,0.47479020246044257,0.8514940419505693,-0.09034822219419116,0.4758543777981044,0.8802240439790862,0.07007744794087357
user_584013,270,0.4459282143913613,0.8285251351082874,-0.10189301742182366,0.5047163658671857,0.9031929508213681,0.08162224316850608
user_655953,0,0.4509482157104751,0.8883463142568149,-0.10120610208682929,0.5509482157104751,0.8483463142568148,0.09879389791317073
user_655953,30,0.4930217649508699,0.874555383432859,-0.08437668239067134,0.5088746664700803,0.8621372450807707,0.0819644782170128
user_655953,60,0.4964130870517592,0.8458619091604006,-0.08302015355031564,0.5054833443691911,0.8908307193532291,0.0806079493766571
user_655953,90,0.4580042161134685,0.8286465393588015,-0.09838370192563192,0.5438922153074818,0.9080460891548282,0.09597149775197339
user_655953,120,0.4131080909450787,0.8387370056309065,-0.11634215199298784,0.5887883404758716,0.8979556228827232,0.1139299478193293
user_655953,150,0.40300200197731817,0.8668561798207116,-0.12038458758009205,0.598894429443632,0.8698364486929181,0.11797238340643351
user_655953,180,0.4369774408005288,0.8871514228563259,-0.10679441205080781,0.5649189906204214,0.8495412056573038,0.10438220787714925
user_655953,210,0.4837975456464146,0.880963381887114,-0.0880663701124535,0.5180988857745357,0.8557292466265157,0.08565416593879496
user_655953,240,0.5004161280416441,0.8539813132425564,-0.08141893715436163,0.501480303379306,0.8827113152710733,0.0790067329807031
user_655953,270,0.47155413997256296,0.8310124064002745,-0.09296373238199415,0.5303422914483873,0.9056802221133552,0.09055152820833559
user_382983,0,0.42884466490391915,0.8871009933527175,-0.08676396885781613,0.5288446649039192,0.8471009933527175,0.11323603114218388
user_382983,30,0.47091821414431395,0.8733100625287616,-0.0699345491616582,0.4867711156635243,0.8608919241766734,0.09640661144602596
user_382983,60,0.4743095362452032,0.8446165882563033,-0.0685780203213025,0.4833797935626351,0.8895853984491318,0.09505008260567024
user_382983,90,0.4359006653069125,0.8274012184547042,-0.08394156869661878,0.5217886645009259,0.9068007682507309,0.11041363098098653
user_382983,120,0.39100454013852276,0.8374916847268091,-0.1019000187639747,0.5666847896693157,0.8967103019786259,0.12837208104834244
user_382983,150,0.3808984511707622,0.8656108589166143,-0.10594245435107891,0.5767908786370761,0.8685911277888207,0.13241451663544665
user_382983,180,0.41487388999397284,0.8859061019522285,-0.09235227882179466,0.5428154398138655,0.8482958847532065,0.1188243411061624
user_382983,210,0.4616939948398586,0.8797180609830166,-0.07362423688344036,0.4959953349679797,0.8544839257224184,0.1000962991678081
user_382983,240,0.47831257723508824,0.8527359923384591,-0.0669768039253485,0.4793767525727501,0.8814659943669759,0.09344886620971624
user_382983,270,0.449450589166007,0.8297670854961772,-0.078521599152981,0.5082387406418314,0.9044349012092578,0.10499366143734874
user_719021,0,0.4207061930924244,0.899436542054357,-0.09693510143398433,0.5207061930924245,0.8594365420543569,0.10306489856601568
user_719021,30,0.4627797423328192,0.8856456112304011,-0.0801056817378264,0.4786326438520296,0.8732274728783128,0.08623547886985776
user_719021,60,0.4661710644337085,0.8569521369579427,-0.0787491528974707,0.47524132175114037,0.9019209471507712,0.08487895002950205
user_719021,90,0.4277621934954178,0.8397367671563436,-0.09411270127278698,0.5136501926894311,0.9191363169523703,0.10024249840481833
user_719021,120,0.382866068327028,0.8498272334284486,-0.1120711513401429,0.5585463178578209,0.9090458506802653,0.11820094847217424
user_719021,150,0.37275997935926747,0.8779464076182537,-0.1161135869272471,0.5686524068255814,0.8809266764904602,0.12224338405927845
user_719021,180,0.4067354181824781,0.898241650653868,-0.10252341139796285,0.5346769680023707,0.8606314334548459,0.1086532085299942
user_719021,210,0.4535555230283639,0.8920536096846561,-0.08379536945960855,0.48785686315648497,0.8668194744240578,0.0899251665916399
user_719021,240,0.4701741054235935,0.8650715410400985,-0.07714793650151669,0.47123828076125535,0.8938015430686154,0.08327773363354804
user_719021,270,0.44131211735451226,0.8421026341978166,-0.0886927317291492,0.5001002688303366,0.9167704499108973,0.09482252886118055
user_855792,0,0.4424762470931932,0.882958459686496,-0.10662317602015504,0.5424762470931932,0.842958459686496,0.09337682397984497
user_855792,30,0.484549796333588,0.8691675288625401,-0.08979375632399711,0.5004026978527983,0.8567493905104518,0.07654740428368705
user_855792,60,0.4879411184344773,0.8404740545900817,-0.08843722748364141,0.4970113757519092,0.8854428647829102,0.07519087544333133
user_855792,90,0.4495322474961866,0.8232586847884826,-0.1038007758589577,0.5354202466901998,0.9026582345845093,0.09055442381864762
user_855792,120,0.40463612232779683,0.8333491510605876,-0.12175922592631361,0.5803163718585896,0.8925677683124044,0.10851287388600353
user_855792,150,0.3945300333600363,0.8614683252503927,-0.12580166151341782,0.5904224608263501,0.8644485941225992,0.11255530947310774
user_855792,180,0.4285054721832469,0.881763568286007,-0.11221148598413357,0.5564470220031394,0.844153351086985,0.09896513394382349
user_855792,210,0.4753255770291327,0.8755755273167951,-0.09348344404577927,0.5096269171572537,0.8503413920561969,0.08023709200546919
user_855792,240,0.4919441594243623,0.8485934586722376,-0.0868360110876874,0.49300833476202416,0.8773234607007544,0.07358965904737733
user_855792,270,0.46308217135528107,0.8256245518299556,-0.09838080631531991,0.5218703228311053,0.9002923675430363,0.08513445427500983
user_839834,0,0.423937764728003,0.892470633283658,-0.1132469563963153,0.523937764728003,0.852470633283658,0.08675304360368472
user_839834,30,0.4660113139683978,0.8786797024597022,-0.09641753670015736,0.48186421548760816,0.8662615641076139,0.0699236239075268
user_839834,60,0.46940263606928706,0.8499862281872438,-0.09506100785980166,0.47847289338671894,0.8949550383800723,0.06856709506717108
user_839834,90,0.43099376513099635,0.8327708583856447,-0.11042455623511795,0.5168817643250097,0.9121704081816714,0.08393064344248737
user_839834,120,0.3860976399626066,0.8428613246577497,-0.12838300630247387,0.5617778894933995,0.9020799419095664,0.10188909350984328
user_839834,150,0.37599155099484605,0.8709804988475548,-0.13242544188957808,0.5718839784611599,0.8739607677197613,0.10593152909694749
user_839834,180,0.4099669898180567,0.891275741883169,-0.11883526636029382,0.5379085396379493,0.853665524684147,0.09234135356766324
user_839834,210,0.45678709466394246,0.8850877009139572,-0.10010722442193952,0.49108843479206354,0.8598535656533589,0.07361331162930894
user_839834,240,0.4734056770591721,0.8581056322693996,-0.09345979146384766,0.4744698523968339,0.8868356342979165,0.06696587867121707
user_839834,270,0.44454368899009084,0.8351367254271177,-0.10500458669148016,0.5033318404659152,0.9098045411401984,0.07851067389884958
user_835813,0,0.47129185731170675,0.8639818801082095,-0.1029660448237144,0.5712918573117067,0.8239818801082095,0.09703395517628562
user_835813,30,0.5133654065521015,0.8501909492842536,-0.08613662512755646,0.5292183080713119,0.8377728109321654,0.0802045354801277
user_835813,60,0.5167567286529908,0.8214974750117953,-0.08478009628720076,0.5258269859704227,0.8664662852046238,0.07884800663977198
user_835813,90,0.4783478577147001,0.8042821052101962,-0.10014364466251705,0.5642358569087134,0.8836816550062229,0.09421155501508827
user_835813,120,0.43345173254631036,0.8143725714823011,-0.11810209472987296,0.6091319820771032,0.8735911887341179,0.11217000508244418
user_835813,150,0.4233456435785498,0.8424917456721063,-0.12214453031697717,0.6192380710448636,0.8454720145443128,0.11621244066954839
user_835813,180,0.45732108240176045,0.8627869887077205,-0.10855435478769292,0.585262632221653,0.8251767715086985,0.10262226514026414
user_835813,210,0.5041411872476462,0.8565989477385086,-0.08982631284933862,0.5384425273757673,0.8313648124779104,0.08389422320190984
user_835813,240,0.5207597696428758,0.8296168790939511,-0.08317887989124675,0.5218239449805376,0.8583468811224679,0.07724679024381798
user_835813,270,0.4918977815737946,0.8066479722516692,-0.09472367511887926,0.5506859330496189,0.8813157879647499,0.08879158547145048
user_502846,0,0.4319346323890906,0.8808963939902924,-0.08075155958885388,0.5319346323890907,0.8408963939902924,0.11924844041114613
user_502846,30,0.4740081816294854,0.8671054631663365,-0.06392213989269595,0.48986108314869575,0.8546873248142483,0.10241902071498821
user_502846,60,0.47739950373037465,0.8384119888938781,-0.06256561105234025,0.48646976104780654,0.8833807990867066,0.1010624918746325
user_502846,90,0.43899063279208395,0.821196619092279,-0.07792915942765653,0.5248786319860973,0.9005961688883057,0.11642604024994878
user_502846,120,0.3940945076236942,0.831287085364384,-0.09588760949501245,0.5697747571544871,0.8905057026162008,0.1343844903173047
user_502846,150,0.38398841865593364,0.8594062595541891,-0.09993004508211666,0.5798808461222476,0.8623865284263956,0.13842692590440892
user_502846,180,0.4179638574791443,0.8797015025898034,-0.0863398695528324,0.5459054072990369,0.8420912853907814,0.12483675037512465
user_502846,210,0.46478396232503005,0.8735134616205915,-0.0676118276144781,0.49908530245315114,0.8482793263599933,0.10610870843677035
user_502846,240,0.4814025447202597,0.846531392976034,-0.06096439465638624,0.4824667200579215,0.8752613950045508,0.09946127547867849
user_502846,270,0.4525405566511784,0.823562486133752,-0.07250918988401875,0.5113287081270028,0.8982303018468327,0.111006070706311
user_150394,0,0.43853750999077185,0.8939844173585862,-0.08944932701019045,0.5385375099907719,0.8539844173585862,0.11055067298980956
user_150394,30,0.48061105923116665,0.8801934865346304,-0.0726199073140325,0.496463960750377,0.8677753481825421,0.09372125329365164
user_150394,60,0.4840023813320559,0.851500012262172,-0.07126337847367681,0.4930726386494878,0.8964688224550005,0.09236472445329594
user_150394,90,0.4455935103937652,0.8342846424605729,-0.08662692684899309,0.5314815095877785,0.9136841922565996,0.10772827282861222
user_150394,120,0.40069738522537546,0.8443751087326778,-0.104585376916349,0.5763776347561683,0.9035937259844946,0.12568672289596813
user_150394,150,0.3905912962576149,0.872494282922483,-0.10862781250345321,0.5864837237239288,0.8754745517946895,0.12972915848307234
user_150394,180,0.42456673508082554,0.8927895259580972,-0.09503763697416898,0.5525082849007181,0.8551793087590752,0.11613898295378808
user_150394,210,0.4713868399267113,0.8866014849888854,-0.07630959503581466,0.5056881800548324,0.8613673497282871,0.0974109410154338
user_150394,240,0.48800542232194094,0.8596194163443278,-0.0696621620777228,0.4890695976596028,0.8883494183728446,0.09076350805734193
user_150394,270,0.4591434342528597,0.8366505095020459,-0.08120695730535532,0.517931585728684,0.9113183252151266,0.10230830328497442
user_113123,0,0.44899753415445254,0.8808077199287353,-0.08382626551905117,0.5489975341544526,0.8408077199287353,0.11617373448094884
user_113123,30,0.49107108339484734,0.8670167891047794,-0.06699684582289324,0.5069239849140577,0.8545986507526911,0.09934431478479092
user_113123,60,0.4944624054957366,0.838323314832321,-0.06564031698253754,0.5035326628131684,0.8832921250251495,0.0979877859444352
user_113123,90,0.4560535345574459,0.8211079450307219,-0.08100386535785382,0.5419415337514593,0.9005074948267486,0.11335133431975149
user_113123,120,0.41115740938905615,0.8311984113028269,-0.09896231542520974,0.586837658919849,0.8904170285546437,0.1313097843871074
user_113123,150,0.4010513204212956,0.859317585492632,-0.10300475101231395,0.5969437478876094,0.8622978543648385,0.1353522199742116
user_113123,180,0.43502675924450623,0.8796128285282463,-0.0894145754830297,0.5629683090643989,0.8420026113292243,0.12176204444492736
user_113123,210,0.481846864090392,0.8734247875590344,-0.0706865335446754,0.516148204218513,0.8481906522984362,0.10303400250657306
user_113123,240,0.49846544648562163,0.8464427189144769,-0.06403910058658353,0.4995296218232835,0.8751727209429937,0.0963865695484812
user_113123,270,0.4696034584165404,0.8234738120721949,-0.07558389581421604,0.5283916098923647,0.8981416277852756,0.1079313647761137
user_454015,0,0.47631131190296233,0.8811540025440319,-0.10341421886668009,0.5763113119029624,0.8411540025440318,0.09658578113331992
user_454015,30,0.5183848611433571,0.867363071720076,-0.08658479917052214,0.5342377626625675,0.8549449333679877,0.079756361437162
user_454015,60,0.5217761832442463,0.8386695974476176,-0.08522827033016644,0.5308464405616783,0.8836384076404461,0.0783998325968063
user_454015,90,0.4833673123059557,0.8214542276460185,-0.10059181870548273,0.569255311499969,0.9008537774420452,0.09376338097212258
user_454015,120,0.43847118713756594,0.8315446939181235,-0.11855026877283864,0.6141514366683588,0.8907633111699402,0.1117218310394785
user_454015,150,0.4283650981698054,0.8596638681079286,-0.12259270435994285,0.6242575256361192,0.8626441369801351,0.11576426662658271
user_454015,180,0.462340536993016,0.8799591111435429,-0.10900252883065861,0.5902820868129086,0.8423488939445208,0.10217409109729844
user_454015,210,0.5091606418389018,0.873771070174331,-0.0902744868923043,0.5434619819670229,0.8485369349137327,0.08344604915894416
user_454015,240,0.5257792242341314,0.8467890015297734,-0.08362705393421244,0.5268433995717933,0.8755190035582903,0.0767986162008523
user_454015,270,0.4969172361650502,0.8238200946874915,-0.09517184916184496,0.5557053876408745,0.8984879104005722,0.08834341142848479
user_938022,0,0.44635555182391196,0.8745844214099915,-0.08714547356724046,0.5463555518239119,0.8345844214099915,0.11285452643275955
user_938022,30,0.48842910106430676,0.8607934905860356,-0.07031605387108253,0.5042820025835171,0.8483753522339473,0.09602510673660163
user_938022,60,0.49182042316519603,0.8321000163135772,-0.06895952503072683,0.5008906804826279,0.8770688265064057,0.09466857789624591
user_938022,90,0.4534115522269053,0.8148846465119781,-0.08432307340604311,0.5392995514209186,0.8942841963080048,0.1100321262715622
user_938022,120,0.40851542705851557,0.8249751127840831,-0.10228152347339903,0.5841956765893084,0.8841937300358998,0.1279905763389181
user_938022,150,0.398409338090755,0.8530942869738882,-0.10632395906050324,0.5943017655570688,0.8560745558460947,0.13203301192602232
user_938022,180,0.43238477691396565,0.8733895300095025,-0.09273378353121899,0.5603263267338582,0.8357793128104805,0.11844283639673807
user_938022,210,0.47920488175985143,0.8672014890402906,-0.07400574159286469,0.5135062218879725,0.8419673537796923,0.09971479445838377
user_938022,240,0.49582346415508105,0.840219420395733,-0.06735830863477282,0.4968876394927429,0.8689494224242499,0.0930673615002919
user_938022,270,0.4669614760859998,0.8172505135534511,-0.07890310386240533,0.5257496275618241,0.8919183292665318,0.10461215672792441
user_823638,0,0.47277791497995497,0.869061829494872,-0.08337698123905471,0.572777914979955,0.829061829494872,0.1166230187609453
user_823638,30,0.5148514642203498,0.8552708986709161,-0.06654756154289677,0.5307043657395601,0.8428527603188278,0.09979359906478738
user_823638,60,0.5182427863212391,0.8265774243984577,-0.06519103270254108,0.5273130436386709,0.8715462345912862,0.09843707022443167
user_823638,90,0.47983391538294834,0.8093620545968586,-0.08055458107785736,0.5657219145769616,0.8887616043928853,0.11380061859974795
user_823638,120,0.4349377902145586,0.8194525208689636,-0.09851303114521327,0.6106180397453514,0.8786711381207803,0.13175906866710388
user_823638,150,0.42483170124679803,0.8475716950587687,-0.10255546673231748,0.6207241287131119,0.8505519639309752,0.1358015042542081
user_823638,180,0.45880714007000867,0.867866938094383,-0.08896529120303323,0.5867486898899013,0.830256720895361,0.12221132872492382
user_823638,210,0.5056272449158945,0.8616788971251711,-0.07023724926467893,0.5399285850440155,0.8364447618645728,0.10348328678656953
user_823638,240,0.5222458273111241,0.8346968284806136,-0.06358981630658707,0.5233100026487859,0.8634268305091304,0.09683585382847766
user_823638,270,0.4933838392420428,0.8117279216383316,-0.07513461153421958,0.5521719907178672,0.8863957373514123,0.10838064905611017
user_670518,0,0.4693396640897058,0.8989177969731053,-0.0822294977614453,0.5693396640897058,0.8589177969731052,0.11777050223855472
user_670518,30,0.5114132133301006,0.8851268661491494,-0.06540007806528736,0.527266114849311,0.8727087277970611,0.1009410825423968
user_670518,60,0.5148045354309898,0.856433391876691,-0.06404354922493166,0.5238747927484217,0.9014022020695195,0.09958455370204108
user_670518,90,0.47639566449269916,0.8392180220750919,-0.07940709760024794,0.5622836636867125,0.9186175718711186,0.11494810207735737
user_670518,120,0.4314995393243094,0.8493084883471969,-0.09736554766760386,0.6071797888551023,0.9085271055990136,0.13290655214471328
user_670518,150,0.42139345035654885,0.877427662537002,-0.10140798325470807,0.6172858778228627,0.8804079314092085,0.1369489877318175
user_670518,180,0.4553688891797595,0.8977229055726162,-0.08781780772542382,0.5833104389996521,0.8601126883735942,0.12335881220253324
user_670518,210,0.5021889940256452,0.8915348646034044,-0.06908976578706952,0.5364903341537663,0.8663007293428061,0.10463077026417894
user_670518,240,0.5188075764208748,0.8645527959588468,-0.062442332828977654,0.5198717517585367,0.8932827979873637,0.09798333730608708
user_670518,270,0.48994558835179364,0.8415838891165649,-0.07398712805661016,0.548733739827618,0.9162517048296456,0.10952813253371958
user_173140,0,0.46794033632208343,0.8716278561565209,-0.11647542554653037,0.5679403363220834,0.8316278561565209,0.08352457445346964
user_173140,30,0.5100138855624782,0.8578369253325651,-0.09964600585037242,0.5258667870816885,0.8454187869804768,0.06669515475731172
user_173140,60,0.5134052076633675,0.8291434510601067,-0.09828947701001672,0.5224754649807993,0.8741122612529352,0.06533862591695602
user_173140,90,0.4749963367250768,0.8119280812585076,-0.113653025385333,0.56088433591909,0.8913276310545343,0.0807021742922723
user_173140,120,0.43010021155668704,0.8220185475306125,-0.13161147545268892,0.6057804610874798,0.8812371647824293,0.09866062435962822
user_173140,150,0.4199941225889265,0.8501377217204177,-0.13565391103979313,0.6158865500552403,0.8531179905926242,0.10270305994673243
user_173140,180,0.4539695614121371,0.8704329647560319,-0.12206373551050889,0.5819111112320297,0.8328227475570099,0.08911288441744816
user_173140,210,0.5007896662580229,0.86424492378682,-0.10333569357215458,0.5350910063861439,0.8390107885262218,0.07038484247909388
user_173140,240,0.5174082486532525,0.8372628551422625,-0.09668826061406272,0.5184724239909143,0.8659928571707793,0.06373740952100201
user_173140,270,0.4885462605841713,0.8142939482999806,-0.10823305584169524,0.5473344120599956,0.8889617640130613,0.07528220474863451
user_266977,0,0.47988072290442907,0.8941534501380227,-0.09039654404754809,0.579880722904429,0.8541534501380227,0.10960345595245193
user_266977,30,0.5219542721448238,0.8803625193140668,-0.07356712435139015,0.5378071736640342,0.8679443809619786,0.092774036256294
user_266977,60,0.5253455942457131,0.8516690450416085,-0.07221059551103445,0.534415851563145,0.896637855234437,0.09141750741593829
user_266977,90,0.48693672330742244,0.8344536752400094,-0.08757414388635074,0.5728247225014357,0.913853225036036,0.10678105579125458
user_266977,120,0.4420405981390327,0.8445441415121143,-0.10553259395370665,0.6177208476698255,0.9037627587639311,0.12473950585861049
user_266977,150,0.43193450917127213,0.8726633157019195,-0.10957502954081086,0.6278269366375859,0.8756435845741259,0.1287819414457147
user_266977,180,0.46590994799448276,0.8929585587375337,-0.09598485401152661,0.5938514978143753,0.8553483415385117,0.11519176591643045
user_266977,210,0.5127300528403685,0.8867705177683218,-0.07725681207317231,0.5470313929684896,0.8615363825077236,0.09646372397807615
user_266977,240,0.5293486352355982,0.8597884491237643,-0.07060937911508045,0.53041281057326,0.8885184511522811,0.08981629101998428
user_266977,270,0.5004866471665169,0.8368195422814824,-0.08215417434271295,0.5592747986423412,0.911487357994563,0.10136108624761679
user_540374,0,0.4795896176259538,0.885091024628102,-0.08312156874565296,0.5795896176259538,0.8450910246281019,0.11687843125434705
user_540374,30,0.5216631668663486,0.8713000938041461,-0.06629214904949503,0.537516068385559,0.8588819554520578,0.10004901155818913
user_540374,60,0.5250544889672379,0.8426066195316877,-0.06493562020913933,0.5341247462846698,0.8875754297245162,0.09869248271783342
user_540374,90,0.4866456180289472,0.8253912497300886,-0.08029916858445561,0.5725336172229605,0.9047907995261153,0.1140560310931497
user_540374,120,0.4417494928605574,0.8354817160021936,-0.09825761865181153,0.6174297423913503,0.8947003332540103,0.13201448116050563
