uid,frame,left_toe_x,left_toe_y,left_toe_z,right_toe_x,right_toe_y,right_toe_z
user_655953,150,0.3834127592306868,0.919692801675344,-0.10038458758009206,0.6184836721902635,0.9169998268382858,0.0979723834064335
user_655953,180,0.42418328581853953,0.9467531257228295,-0.08679441205080779,0.5777131456024107,0.8899395027908003,0.08438220787714926
user_655953,210,0.4803674116336024,0.9385024044305471,-0.0680663701124535,0.5215290197873478,0.8981902240830827,0.06565416593879495
user_655953,240,0.500309710507878,0.9025263129044704,-0.061418937154361634,0.5015867209130722,0.9341663156091594,0.05900673298070309
user_655953,270,0.4656753248249805,0.8719011037814278,-0.07296373238199413,0.5362211065959698,0.964791524732202,0.0705515282083356
user_382983,0,0.41884466490391914,0.9471009933527176,-0.06676396885781613,0.5388446649039192,0.8871009933527175,0.09323603114218387
user_382983,30,0.46933292399239296,0.9287130855874431,-0.049934549161658195,0.4883564058154454,0.905488901117992,0.07640661144602594
user_382983,60,0.47340251051346005,0.8904551198908318,-0.0485780203213025,0.4842868192943783,0.9437468668146033,0.07505008260567024
user_382983,90,0.42731186538751115,0.8675012934886998,-0.06394156869661878,0.5303774644203272,0.9667006932167354,0.09041363098098652
user_382983,120,0.37343651518544346,0.8809552485181731,-0.0819000187639747,0.584252814622395,0.953246738187262,0.10837208104834244
user_382983,150,0.36130920842413083,0.9184474807712466,-0.0859424543510789,0.5963801213837076,0.9157545059341885,0.11241451663544665
user_382983,180,0.4020797350119836,0.9455078048187322,-0.07235227882179465,0.5556095947958548,0.8886941818867029,0.0988243411061624
user_382983,210,0.45826386082704645,0.9372570835264498,-0.053624236883440354,0.4994254689807918,0.8969449031789853,0.0800962991678081
user_382983,240,0.478206159701322,0.901280992000373,-0.04697680392534849,0.47948317010651625,0.9329209947050621,0.07344886620971623
user_382983,270,0.4435717740184245,0.8706557828773305,-0.058521599152980996,0.5141175557894139,0.9635462038281046,0.08499366143734874
user_719021,0,0.4107061930924244,0.959436542054357,-0.07693510143398433,0.5307061930924245,0.899436542054357,0.08306489856601568
user_719021,30,0.4611944521808982,0.9410486342890826,-0.06010568173782639,0.4802179340039507,0.9178244498196314,0.06623547886985774
user_719021,60,0.4652640387019653,0.9027906685924713,-0.058749152897470694,0.47614834748288354,0.9560824155162427,0.06487895002950204
user_719021,90,0.4191733935760164,0.8798368421903392,-0.07411270127278698,0.5222389926088324,0.9790362419183748,0.08024249840481833
user_719021,120,0.3652980433739487,0.8932907972198125,-0.09207115134014289,0.5761143428109002,0.9655822868889015,0.09820094847217424
user_719021,150,0.3531707366126361,0.930783029472886,-0.0961135869272471,0.5882416495722128,0.9280900546358279,0.10224338405927845
user_719021,180,0.39394126320048883,0.9578433535203716,-0.08252341139796285,0.5474711229843601,0.9010297305883423,0.0886532085299942
user_719021,210,0.4501253890155517,0.9495926322280892,-0.06379536945960855,0.4912869971692971,0.9092804518806248,0.0699251665916399
user_719021,240,0.4700676878898273,0.9136165407020125,-0.057147936501516686,0.4713446982950215,0.9452565434067015,0.06327773363354804
user_719021,270,0.4354333022069298,0.8829913315789699,-0.06869273172914919,0.5059790839779191,0.9758817525297441,0.07482252886118054
user_855792,0,0.4324762470931932,0.942958459686496,-0.08662317602015504,0.5524762470931932,0.882958459686496,0.07337682397984496
user_855792,30,0.48296450618166703,0.9245705519212216,-0.0697937563239971,0.5019879880047194,0.9013463674517704,0.05654740428368703
user_855792,60,0.4870340927027341,0.8863125862246103,-0.06843722748364141,0.49791840148365235,0.9396043331483818,0.05519087544333133
user_855792,90,0.4409434475767852,0.8633587598224782,-0.08380077585895769,0.5440090466096011,0.9625581595505138,0.07055442381864761
user_855792,120,0.38706809737471753,0.8768127148519516,-0.1017592259263136,0.5978843968116689,0.9491042045210405,0.08851287388600353
user_855792,150,0.3749407906134049,0.9143049471050251,-0.10580166151341781,0.6100117035729815,0.911611972267967,0.09255530947310774
user_855792,180,0.41571131720125765,0.9413652711525107,-0.09221148598413356,0.5692411769851288,0.8845516482204814,0.07896513394382348
user_855792,210,0.4718954430163205,0.9331145498602282,-0.07348344404577926,0.5130570511700658,0.8928023695127638,0.06023709200546919
user_855792,240,0.4918377418905961,0.8971384583341515,-0.0668360110876874,0.4931147522957903,0.9287784610388405,0.05358965904737732
user_855792,270,0.4572033562076986,0.866513249211109,-0.0783808063153199,0.5277491379786878,0.9594036701618831,0.06513445427500983
user_839834,0,0.413937764728003,0.9524706332836581,-0.09324695639631529,0.533937764728003,0.892470633283658,0.06675304360368471
user_839834,30,0.4644260238164768,0.9340827255183837,-0.07641753670015736,0.48344950563952926,0.9108585410489325,0.049923623907526776
user_839834,60,0.4684956103375439,0.8958247598217723,-0.07506100785980166,0.4793799191184621,0.9491165067455438,0.04856709506717108
user_839834,90,0.422404965211595,0.8728709334196403,-0.09042455623511794,0.525470564244411,0.9720703331476759,0.06393064344248736
user_839834,120,0.3685296150095273,0.8863248884491136,-0.10838300630247386,0.5793459144464788,0.9586163781182026,0.08188909350984327
user_839834,150,0.35640230824821467,0.9238171207021871,-0.11242544188957806,0.5914732212077913,0.921124145865129,0.08593152909694748
user_839834,180,0.3971728348360674,0.9508774447496727,-0.09883526636029381,0.5507026946199386,0.8940638218176434,0.07234135356766323
user_839834,210,0.4533569606511303,0.9426267234573903,-0.08010722442193952,0.49451856880487566,0.9023145431099259,0.053613311629308935
user_839834,240,0.47329925952540586,0.9066506319313136,-0.07345979146384765,0.4745762699306001,0.9382906346360026,0.04696587867121707
user_839834,270,0.43866487384250835,0.876025422808271,-0.08500458669148016,0.5092106556134977,0.9689158437590452,0.05851067389884958
user_835813,0,0.46129185731170674,0.9239818801082096,-0.08296604482371439,0.5812918573117067,0.8639818801082095,0.07703395517628561
user_835813,30,0.5117801164001805,0.9055939723429351,-0.06613662512755646,0.530803598223233,0.882369787873484,0.06020453548012768
user_835813,60,0.5158497029212477,0.8673360066463238,-0.06478009628720076,0.5267340117021658,0.9206277535700953,0.05884800663977198
user_835813,90,0.46975905779529875,0.8443821802441918,-0.08014364466251704,0.5728246568281147,0.9435815799722274,0.07421155501508826
user_835813,120,0.41588370759323107,0.8578361352736651,-0.09810209472987295,0.6267000070301825,0.930127624942754,0.09217000508244418
user_835813,150,0.40375640083191844,0.8953283675267386,-0.10214453031697716,0.638827313791495,0.8926353926896805,0.09621244066954839
user_835813,180,0.4445269274197712,0.9223886915742242,-0.08855435478769291,0.5980567872036423,0.8655750686421949,0.08262226514026413
user_835813,210,0.500711053234834,0.9141379702819418,-0.06982631284933861,0.5418726613885794,0.8738257899344773,0.06389422320190984
user_835813,240,0.5206533521091096,0.878161878755865,-0.06317887989124675,0.5219303625143038,0.9098018814605541,0.05724679024381797
user_835813,270,0.4860189664262121,0.8475366696328225,-0.07472367511887926,0.5565647481972014,0.9404270905835966,0.06879158547145048
user_502846,0,0.42193463238909057,0.9408963939902925,-0.06075155958885388,0.5419346323890907,0.8808963939902924,0.09924844041114612
user_502846,30,0.4724228914775644,0.922508486225018,-0.043922139892695944,0.49144637330061686,0.8992843017555668,0.08241902071498819
user_502846,60,0.4764924779986315,0.8842505205284067,-0.042565611052340246,0.4873767867795497,0.9375422674521782,0.08106249187463249
user_502846,90,0.4304018328726826,0.8612966941262746,-0.05792915942765653,0.5334674319054986,0.9604960938543102,0.09642604024994877
user_502846,120,0.3765264826706149,0.874750649155748,-0.07588760949501244,0.5873427821075664,0.9470421388248369,0.11438449031730469
user_502846,150,0.36439917590930226,0.9122428814088215,-0.07993004508211665,0.599470088868879,0.9095499065717634,0.1184269259044089
user_502846,180,0.405169702497155,0.9393032054563071,-0.0663398695528324,0.5586995622810262,0.8824895825242778,0.10483675037512465
user_502846,210,0.4613538283122179,0.9310524841640246,-0.0476118276144781,0.5025154364659633,0.8907403038165602,0.08610870843677035
user_502846,240,0.48129612718649345,0.8950763926379479,-0.04096439465638624,0.4825731375916877,0.926716395342637,0.07946127547867848
user_502846,270,0.44666174150359594,0.8644511835149054,-0.052509189884018745,0.5172075232745853,0.9573416044656795,0.09100607070631099
user_150394,0,0.42853750999077184,0.9539844173585863,-0.06944932701019044,0.5485375099907719,0.8939844173585862,0.09055067298980957
user_150394,30,0.47902576907924566,0.9355965095933119,-0.05261990731403251,0.4980492509022981,0.9123723251238607,0.07372125329365162
user_150394,60,0.48309535560031275,0.8973385438967005,-0.05126337847367681,0.493979664381231,0.950630290820472,0.07236472445329592
user_150394,90,0.43700471047436384,0.8743847174945685,-0.0666269268489931,0.5400703095071798,0.9735841172226041,0.0877282728286122
user_150394,120,0.38312936027229616,0.8878386725240418,-0.08458537691634901,0.5939456597092476,0.9601301621931307,0.10568672289596812
user_150394,150,0.37100205351098353,0.9253309047771153,-0.08862781250345322,0.6060729664705602,0.9226379299400572,0.10972915848307233
user_150394,180,0.41177258009883627,0.9523912288246009,-0.07503763697416896,0.5653024398827075,0.8955776058925716,0.09613898295378809
user_150394,210,0.46795670591389915,0.9441405075323185,-0.05630959503581467,0.5091183140676445,0.9038283271848541,0.07741094101543378
user_150394,240,0.4878990047881747,0.9081644160062418,-0.0496621620777228,0.48917601519336895,0.9398044187109308,0.07076350805734191
user_150394,270,0.4532646191052772,0.8775392068831992,-0.06120695730535531,0.5238104008762665,0.9704296278339734,0.08230830328497443
user_113123,0,0.43899753415445253,0.9408077199287354,-0.06382626551905117,0.5589975341544526,0.8808077199287353,0.09617373448094883
user_113123,30,0.48948579324292635,0.9224198121634609,-0.046996845822893235,0.5085092750659788,0.8991956276940097,0.0793443147847909
user_113123,60,0.49355537976399344,0.8841618464668496,-0.04564031698253754,0.5044396885449116,0.9374535933906211,0.0779877859444352
user_113123,90,0.44746473463804454,0.8612080200647175,-0.06100386535785382,0.5505303336708605,0.9604074197927531,0.09335133431975148
user_113123,120,0.39358938443597685,0.8746619750941909,-0.07896231542520973,0.6044056838729284,0.9469534647632798,0.1113097843871074
user_113123,150,0.3814620776746642,0.9121542073472644,-0.08300475101231394,0.6165329906342409,0.9094612325102063,0.1153522199742116
user_113123,180,0.42223260426251696,0.93921453139475,-0.06941457548302969,0.5757624640463881,0.8824009084627207,0.10176204444492735
user_113123,210,0.47841673007757984,0.9309638101024675,-0.050686533544675394,0.5195783382313253,0.8906516297550031,0.08303400250657306
user_113123,240,0.4983590289518554,0.8949877185763908,-0.04403910058658353,0.49963603935704964,0.9266277212810798,0.07638656954848119
user_113123,270,0.4637246432689579,0.8643625094533482,-0.055583895814216036,0.5342704250399473,0.9572529304041224,0.0879313647761137
user_454015,0,0.4663113119029623,0.9411540025440319,-0.08341421886668007,0.5863113119029624,0.8811540025440319,0.07658578113331993
user_454015,30,0.5167995709914361,0.9227660947787575,-0.06658479917052215,0.5358230528144886,0.8995419103093063,0.05975636143716199
user_454015,60,0.5208691575125032,0.8845081290821462,-0.06522827033016645,0.5317534662934215,0.9377998760059176,0.05839983259680629
user_454015,90,0.47477851238655433,0.8615543026800141,-0.08059181870548274,0.5778441114193703,0.9607537024080497,0.07376338097212257
user_454015,120,0.42090316218448665,0.8750082577094874,-0.09855026877283865,0.6317194616214381,0.9472997473785764,0.09172183103947848
user_454015,150,0.408775855423174,0.912500489962561,-0.10259270435994286,0.6438467683827507,0.9098075151255028,0.09576426662658269
user_454015,180,0.44954638201102676,0.9395608140100465,-0.0890025288306586,0.6030762417948979,0.8827471910780172,0.08217409109729845
user_454015,210,0.5057305078260896,0.9313100927177641,-0.07027448689230431,0.546892115979835,0.8909979123702997,0.06344604915894414
user_454015,240,0.5256728067003652,0.8953340011916874,-0.06362705393421245,0.5269498171055594,0.9269740038963764,0.05679861620085228
user_454015,270,0.4910384210174677,0.8647087920686448,-0.07517184916184494,0.561584202788457,0.957599213019419,0.0683434114284848
user_938022,0,0.43635555182391195,0.9345844214099915,-0.06714547356724046,0.5563555518239119,0.8745844214099915,0.09285452643275954
user_938022,30,0.48684381091238577,0.9161965136447171,-0.050316053871082525,0.5058672927354382,0.8929723291752659,0.07602510673660161
user_938022,60,0.49091339743345286,0.8779385479481058,-0.04895952503072683,0.501797706214371,0.9312302948718773,0.07466857789624591
user_938022,90,0.44482275230750395,0.8549847215459737,-0.06432307340604311,0.5478883513403199,0.9541841212740093,0.0900321262715622
user_938022,120,0.39094740210543627,0.868438676575447,-0.08228152347339902,0.6017637015423877,0.940730166244536,0.1079905763389181
user_938022,150,0.37882009534412364,0.9059309088285206,-0.08632395906050323,0.6138910083037002,0.9032379339914625,0.11203301192602232
user_938022,180,0.4195906219319764,0.9329912328760062,-0.07273378353121898,0.5731204817158475,0.8761776099439769,0.09844283639673806
user_938022,210,0.47577474774703926,0.9247405115837237,-0.054005741592864684,0.5169363559007846,0.8844283312362593,0.07971479445838377
user_938022,240,0.4957170466213148,0.888764420057647,-0.04735830863477282,0.49699405702650906,0.920404422762336,0.0730673615002919
user_938022,270,0.4610826609384173,0.8581392109346044,-0.058903103862405326,0.5316284427094066,0.9510296318853786,0.08461215672792441
user_823638,0,0.46277791497995496,0.929061829494872,-0.0633769812390547,0.582777914979955,0.869061829494872,0.0966230187609453
user_823638,30,0.5132661740684288,0.9106739217295976,-0.04654756154289677,0.5322896558914813,0.8874497372601464,0.07979359906478736
user_823638,60,0.5173357605894959,0.8724159560329863,-0.04519103270254107,0.5282200693704141,0.9257077029567577,0.07843707022443167
user_823638,90,0.47124511546354697,0.8494621296308542,-0.060554581077857356,0.574310714496363,0.9486615293588898,0.09380061859974795
user_823638,120,0.4173697652614793,0.8629160846603275,-0.07851303114521327,0.6281860646984307,0.9352075743294165,0.11175906866710386
user_823638,150,0.40524245850016666,0.9004083169134011,-0.08255546673231748,0.6403133714597433,0.897715342076343,0.11580150425420807
user_823638,180,0.4460129850880194,0.9274686409608867,-0.06896529120303323,0.5995428448718906,0.8706550180288574,0.10221132872492382
user_823638,210,0.5021971109030823,0.9192179196686042,-0.05023724926467893,0.5433587190568276,0.8789057393211398,0.08348328678656952
user_823638,240,0.5221394097773578,0.8832418281425275,-0.043589816306587065,0.5234164201825521,0.9148818308472165,0.07683585382847766
user_823638,270,0.48750502409446034,0.8526166190194849,-0.05513461153421957,0.5580508058654496,0.9455070399702591,0.08838064905611016
user_670518,0,0.4593396640897058,0.9589177969731053,-0.06222949776144529,0.5793396640897058,0.8989177969731053,0.09777050223855471
user_670518,30,0.5098279231781796,0.9405298892078309,-0.045400078065287355,0.5288514050012321,0.9173057047383797,0.08094108254239678
user_670518,60,0.5138975096992466,0.9022719235112195,-0.04404354922493166,0.5247818184801649,0.955563670434991,0.07958455370204108
user_670518,90,0.4678068645732978,0.8793180971090875,-0.05940709760024794,0.5708724636061138,0.9785174968371231,0.09494810207735736
user_670518,120,0.4139315143712301,0.8927720521385608,-0.07736554766760385,0.6247478138081816,0.9650635418076497,0.11290655214471328
user_670518,150,0.4018042076099175,0.9302642843916343,-0.08140798325470806,0.6368751205694941,0.9275713095545762,0.11694898773181749
user_670518,180,0.4425747341977702,0.9573246084391199,-0.06781780772542381,0.5961045939816414,0.9005109855070906,0.10335881220253323
user_670518,210,0.4987588600128331,0.9490738871468375,-0.049089765787069514,0.5399204681665785,0.9087617067993731,0.08463077026417894
user_670518,240,0.5187011588871087,0.9130977956207608,-0.04244233282897765,0.5199781692923029,0.9447377983254498,0.07798333730608707
user_670518,270,0.48406677320421115,0.8824725864977182,-0.053987128056610156,0.5546125549752005,0.9753630074484924,0.08952813253371958
user_173140,0,0.4579403363220834,0.931627856156521,-0.09647542554653035,0.5779403363220834,0.8716278561565209,0.06352457445346965
user_173140,30,0.5084285954105572,0.9132399483912466,-0.07964600585037243,0.5274520772336097,0.8900157639217954,0.04669515475731171
user_173140,60,0.5124981819316243,0.8749819826946352,-0.07828947701001673,0.5233824907125425,0.9282737296184067,0.04533862591695601
user_173140,90,0.4664075368056754,0.8520281562925032,-0.09365302538533302,0.5694731358384914,0.9512275560205388,0.060702174292272294
user_173140,120,0.41253218660360774,0.8654821113219765,-0.11161147545268893,0.6233484860405591,0.9377736009910654,0.0786606243596282
user_173140,150,0.4004048798422951,0.90297434357505,-0.11565391103979314,0.6354757928018717,0.9002813687379919,0.08270305994673241
user_173140,180,0.44117540643014785,0.9300346676225356,-0.10206373551050887,0.594705266214019,0.8732210446905063,0.06911288441744817
user_173140,210,0.49735953224521073,0.9217839463302532,-0.08333569357215459,0.538521140398956,0.8814717659827888,0.05038484247909387
user_173140,240,0.5173018311194862,0.8858078548041765,-0.07668826061406273,0.5185788415246805,0.9174478575088655,0.043737409521002
user_173140,270,0.4826674454365888,0.8551826456811339,-0.08823305584169522,0.553213227207578,0.948073066631908,0.05528220474863451
user_266977,0,0.46988072290442906,0.9541534501380228,-0.07039654404754808,0.5898807229044291,0.8941534501380227,0.08960345595245192
user_266977,30,0.5203689819929028,0.9357655423727483,-0.05356712435139015,0.5393924638159553,0.9125413579032972,0.07277403625629399
user_266977,60,0.52443856851397,0.897507576676137,-0.05221059551103445,0.5353228772948881,0.9507993235999085,0.07141750741593829
user_266977,90,0.47834792338802107,0.874553750274005,-0.06757414388635073,0.581413522420837,0.9737531500020405,0.08678105579125457
user_266977,120,0.4244725731859534,0.8880077053034783,-0.08553259395370665,0.6352888726229048,0.9602991949725672,0.10473950585861048
user_266977,150,0.41234526642464076,0.9254999375565518,-0.08957502954081085,0.6474161793842174,0.9228069627194937,0.1087819414457147
user_266977,180,0.4531157930124935,0.9525602616040374,-0.0759848540115266,0.6066456527963646,0.8957466386720081,0.09519176591643044
user_266977,210,0.5092999188275563,0.944309540311755,-0.057256812073172306,0.5504615269813017,0.9039973599642905,0.07646372397807615
user_266977,240,0.5292422177018319,0.9083334487856782,-0.05060937911508044,0.5305192281070261,0.9399734514903673,0.06981629101998428
user_266977,270,0.49460783201893443,0.8777082396626357,-0.06215417434271295,0.5651536137899237,0.9705986606134098,0.08136108624761679
user_540374,0,0.4695896176259538,0.945091024628102,-0.06312156874565296,0.5895896176259539,0.885091024628102,0.09687843125434704
user_540374,30,0.5200778767144276,0.9267031168628276,-0.046292149049495024,0.5391013585374801,0.9034789323933764,0.08004901155818911
user_540374,60,0.5241474632354948,0.8884451511662163,-0.044935620209139326,0.5350317720164129,0.9417368980899877,0.07869248271783341
user_540374,90,0.4780568181095458,0.8654913247640842,-0.06029916858445561,0.5811224171423618,0.9646907244921198,0.0940560310931497
user_540374,120,0.4241814679074781,0.8789452797935575,-0.07825761865181152,0.6349977673444296,0.9512367694626465,0.11201448116050561
