uid,frame,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z
user_655953,210,0.37691160775573496,0.330963381887114,-0.13209955516868024,0.6243526798582318,0.30572924662651574,0.12848124890819243
user_655953,240,0.39020647367191863,0.30398131324255645,-0.12212840573154246,0.6110578139420482,0.3327113152710733,0.11851009947105462
user_655953,270,0.36711688321665364,0.28101240640027453,-0.13944559857299121,0.6341474043973132,0.3556802221133552,0.13582729231250337
user_382983,0,0.3358964432692794,0.33710099335271754,-0.13014595328672418,0.6358964432692794,0.2971009933527176,0.1698540467132758
user_382983,30,0.36955528266159526,0.32331006252876177,-0.1049018237424873,0.6022376038769636,0.3108919241766734,0.1446099171690389
user_382983,60,0.3722683403423067,0.29461658825630327,-0.10286703048195373,0.5995245461962522,0.3395853984491318,0.14257512390850535
user_382983,90,0.3415412435916741,0.2774012184547042,-0.12591235304492818,0.6302516429468847,0.3568007682507309,0.16562044647147978
user_382983,120,0.30562434345696227,0.2874916847268092,-0.15285002814596202,0.6661685430815966,0.34671030197862596,0.19255812157251365
user_382983,150,0.2975394722827539,0.31561085891661433,-0.15891368152661833,0.674253414255805,0.3185911277888208,0.19862177495316996
user_382983,180,0.3247198233413224,0.33590610195222853,-0.13852841823269196,0.6470730631972365,0.2982958847532066,0.1782365116592436
user_382983,210,0.362175907218031,0.3297180609830167,-0.11043635532516052,0.6096169793205278,0.30448392572241845,0.15014444875171215
user_382983,240,0.3754707731342147,0.30273599233845916,-0.10046520588802274,0.5963221134043442,0.331465994366976,0.14017329931457434
user_382983,270,0.3523811826789497,0.27976708549617724,-0.1177823987294715,0.6194117038596092,0.3544349012092579,0.1574904921560231
user_719021,0,0.33047079539494956,0.3494365420543569,-0.14540265215097647,0.6304707953949497,0.309436542054357,0.15459734784902351
user_719021,30,0.3641296347872654,0.33564561123040115,-0.12015852260673958,0.5968119560026338,0.32322747287831277,0.12935321830478663
user_719021,60,0.36684269246797685,0.30695213695794266,-0.11812372934620602,0.5940988983219224,0.3519209471507712,0.12731842504425306
user_719021,90,0.33611559571734423,0.2897367671563436,-0.14116905190918047,0.624825995072555,0.3691363169523703,0.15036374760722748
user_719021,120,0.3001986955826324,0.2998272334284486,-0.1681067270102143,0.6607428952072668,0.35904585068026534,0.17730142270826135
user_719021,150,0.29211382440842404,0.3279464076182537,-0.17417038039087063,0.6688277663814752,0.3309266764904602,0.18336507608891767
user_719021,180,0.3192941754669925,0.3482416506538679,-0.15378511709694426,0.6416474153229067,0.310631433454846,0.1629798127949913
user_719021,210,0.35675025934370114,0.3420536096846561,-0.12569305418941282,0.6041913314461981,0.31681947442405783,0.13488774988745986
user_719021,240,0.3700451252598848,0.31507154104009855,-0.11572190475227502,0.5908964655300144,0.3438015430686154,0.12491660045032206
user_719021,270,0.3469555348046198,0.2921026341978166,-0.1330390975937238,0.6139860559852794,0.3667704499108973,0.1422337932917708
user_855792,0,0.34498416472879545,0.33295845968649596,-0.15993476403023255,0.6449841647287955,0.29295845968649603,0.14006523596976744
user_855792,30,0.3786430041211113,0.3191675288625402,-0.13469063448599566,0.6113253253364797,0.3067493905104518,0.11482110642553053
user_855792,60,0.38135606180182274,0.2904740545900817,-0.1326558412254621,0.6086122676557683,0.33544286478291024,0.11278631316499699
user_855792,90,0.3506289650511901,0.27325868478848264,-0.15570116378843654,0.6393393644064008,0.35265823458450934,0.1358316357279714
user_855792,120,0.3147120649164783,0.2833491510605876,-0.18263883888947038,0.6752562645411126,0.3425677683124044,0.16276931082900528
user_855792,150,0.30662719374226993,0.31146832525039275,-0.1887024922701267,0.6833411357153211,0.31444859412259923,0.1688329642096616
user_855792,180,0.3338075448008384,0.33176356828600695,-0.16831722897620033,0.6561607846567525,0.29415335108698504,0.14844770091573523
user_855792,210,0.37126362867754703,0.3255755273167951,-0.1402251660686689,0.6187047007800439,0.30034139205619687,0.12035563800820379
user_855792,240,0.3845584945937307,0.2985934586722376,-0.1302540166315311,0.6054098348638602,0.3273234607007544,0.11038448857106598
user_855792,270,0.3614689041384657,0.27562455182995566,-0.14757120947297986,0.6284994253191253,0.35029236754303633,0.12770168141251473
user_839834,0,0.3326251764853353,0.342470633283658,-0.16987043459447293,0.6326251764853353,0.3024706332836581,0.13012956540552706
user_839834,30,0.36628401587765114,0.32867970245970224,-0.14462630505023605,0.5989663370930195,0.31626156410761386,0.10488543586129016
user_839834,60,0.3689970735583626,0.29998622818724374,-0.14259151178970247,0.5962532794123081,0.3449550383800723,0.1028506426007566
user_839834,90,0.33826997680772997,0.2827708583856447,-0.16563683435267693,0.6269803761629407,0.3621704081816714,0.12589596516373103
user_839834,120,0.30235307667301814,0.29286132465774967,-0.19257450945371077,0.6628972762976525,0.35207994190956643,0.1528336402647649
user_839834,150,0.2942682054988098,0.3209804988475548,-0.19863816283436708,0.6709821474718609,0.3239607677197613,0.1588972936454212
user_839834,180,0.32144855655737825,0.341275741883169,-0.1782528995404407,0.6438017964132924,0.3036655246841471,0.13851203035149484
user_839834,210,0.3589046404340869,0.3350877009139572,-0.15016083663290927,0.6063457125365838,0.3098535656533589,0.1104199674439634
user_839834,240,0.37219950635027055,0.30810563226939963,-0.14018968719577146,0.5930508466204001,0.33683563429791646,0.1004488180068256
user_839834,270,0.34910991589500556,0.2851367254271177,-0.15750688003722024,0.6161404370756651,0.3598045411401984,0.11776601084827434
user_835813,0,0.3641945715411378,0.31398188010820943,-0.15444906723557159,0.6641945715411378,0.2739818801082095,0.1455509327644284
user_835813,30,0.39785341093345367,0.30019094928425366,-0.12920493769133468,0.630535732148822,0.2877728109321653,0.12030680322019152
user_835813,60,0.4005664686141651,0.27149747501179516,-0.12717014443080113,0.6278226744681106,0.3164662852046237,0.11827200995965796
user_835813,90,0.3698393718635325,0.2542821052101961,-0.15021546699377558,0.6585497712187431,0.3336816550062228,0.14131733252263237
user_835813,120,0.33392247172882067,0.2643725714823011,-0.17715314209480942,0.694466671353455,0.32359118873411785,0.16825500762366624
user_835813,150,0.3258376005546123,0.29249174567210623,-0.18321679547546574,0.7025515425276634,0.2954720145443127,0.17431866100432256
user_835813,180,0.3530179516131808,0.3127869887077204,-0.16283153218153937,0.6753711914690949,0.2751767715086985,0.15393339771039619
user_835813,210,0.3904740354898894,0.3065989477385086,-0.13473946927400793,0.6379151075923862,0.28136481247791034,0.12584133480286475
user_835813,240,0.4037689014060731,0.27961687909395105,-0.12476831983687012,0.6246202416762026,0.3083468811224679,0.11587018536572696
user_835813,270,0.3806793109508081,0.25664797225166913,-0.1420855126783189,0.6477098321314676,0.3313157879647498,0.1331873782071757
user_502846,0,0.33795642159272704,0.33089639399029236,-0.12112733938328081,0.637956421592727,0.29089639399029243,0.1788726606167192
user_502846,30,0.3716152609850429,0.3171054631663366,-0.09588320983904391,0.6042975822004112,0.3046873248142482,0.15362853107248228
user_502846,60,0.37432831866575433,0.2884119888938781,-0.09384841657851035,0.6015845245196998,0.33338079908670665,0.15159373781194874
user_502846,90,0.3436012219151217,0.27119661909227905,-0.1168937391414848,0.6323116212703324,0.35059616888830575,0.17463906037492316
user_502846,120,0.3076843217804099,0.281287085364384,-0.14383141424251866,0.6682285214050442,0.3405057026162008,0.201576735475957
user_502846,150,0.2995994506062015,0.30940625955418916,-0.14989506762317495,0.6763133925792526,0.31238652842639564,0.20764038885661334
user_502846,180,0.32677980166477,0.32970150258980335,-0.12950980432924858,0.6491330415206841,0.29209128539078144,0.18725512556268697
user_502846,210,0.3642358855414786,0.3235134616205915,-0.10141774142171715,0.6116769576439754,0.29827932635999327,0.1591630626551555
user_502846,240,0.3775307514576623,0.296531392976034,-0.09144659198457936,0.5983820917277918,0.3252613950045508,0.14919191321801772
user_502846,270,0.3544411610023973,0.27356248613375206,-0.10876378482602812,0.6214716821830568,0.34823030184683273,0.16650910605946645
user_150394,0,0.3423583399938479,0.34398441735858615,-0.13417399051528567,0.642358339993848,0.3039844173585862,0.16582600948471432
user_150394,30,0.37601717938616375,0.3301934865346304,-0.10892986097104876,0.6086995006015321,0.317775348182542,0.14058187994047744
user_150394,60,0.3787302370668752,0.3015000122621719,-0.10689506771051521,0.6059864429208207,0.34646882245500044,0.13854708667994386
user_150394,90,0.3480031403162426,0.28428464246057283,-0.12994039027348966,0.6367135396714533,0.36368419225659954,0.1615924092429183
user_150394,120,0.31208624018153075,0.2943751087326778,-0.1568780653745235,0.6726304398061651,0.35359372598449457,0.18853008434395216
user_150394,150,0.3040013690073224,0.32249428292248294,-0.16294171875517982,0.6807153109803735,0.3254745517946894,0.19459373772460847
user_150394,180,0.33118172006589086,0.34278952595809714,-0.14255645546125345,0.653534959921805,0.30517930875907523,0.1742084744306821
user_150394,210,0.3686378039425995,0.3366014849888853,-0.11446439255372201,0.6160788760450964,0.31136734972828706,0.14611641152315066
user_150394,240,0.38193266985878316,0.30961941634432777,-0.1044932431165842,0.6027840101289127,0.3383494183728446,0.13614526208601288
user_150394,270,0.3588430794035182,0.28665050950204585,-0.12181043595803298,0.6258736005841777,0.3613183252151265,0.1534624549274616
user_113123,0,0.34933168943630166,0.33080771992873526,-0.12573939827857675,0.6493316894363017,0.29080771992873533,0.17426060172142324
user_113123,30,0.3829905288286175,0.3170167891047795,-0.10049526873433987,0.6156728500439859,0.3045986507526911,0.14901647217718633
user_113123,60,0.38570358650932896,0.288323314832321,-0.09846047547380629,0.6129597923632745,0.33329212502514954,0.14698167891665279
user_113123,90,0.35497648975869633,0.27110794503072194,-0.12150579803678074,0.643686889113907,0.35050749482674864,0.1700270014796272
user_113123,120,0.3190595896239845,0.2811984113028269,-0.14844347313781459,0.6796037892486189,0.3404170285546437,0.19696467658066108
user_113123,150,0.31097471844977614,0.30931758549263205,-0.1545071265184709,0.6876886604228273,0.31229785436483853,0.2030283299613174
user_113123,180,0.3381550695083446,0.32961282852824625,-0.13412186322454453,0.6605083093642587,0.29200261132922434,0.18264306666739102
user_113123,210,0.37561115338505324,0.3234247875590344,-0.10602980031701309,0.6230522254875501,0.29819065229843617,0.15455100375985958
user_113123,240,0.3889060193012369,0.2964427189144769,-0.0960586508798753,0.6097573595713665,0.3251727209429937,0.14457985432272177
user_113123,270,0.36581642884597193,0.27347381207219496,-0.11337584372132406,0.6328469500266315,0.34814162778527563,0.16189704716417053
user_454015,0,0.3675408746019749,0.3311540025440318,-0.15512132830002012,0.6675408746019749,0.2911540025440319,0.14487867169997987
user_454015,30,0.4011997139942907,0.31736307172007605,-0.1298771987557832,0.633882035209659,0.30494493336798767,0.11963454215574298
user_454015,60,0.40391277167500217,0.28866959744761755,-0.12784240549524967,0.6311689775289476,0.3336384076404461,0.11759974889520942
user_454015,90,0.37318567492436955,0.2714542276460185,-0.15088772805822412,0.6618960742795802,0.3508537774420452,0.14064507145818383
user_454015,120,0.3372687747896577,0.2815446939181235,-0.17782540315925796,0.697812974414292,0.34076331116994024,0.1675827465592177
user_454015,150,0.32918390361544936,0.3096638681079286,-0.18388905653991428,0.7058978455885004,0.3126441369801351,0.17364639993987402
user_454015,180,0.35636425467401783,0.3299591111435428,-0.1635037932459879,0.6787174945299319,0.2923488939445209,0.15326113664594765
user_454015,210,0.39382033855072646,0.323771070174331,-0.13541173033845647,0.6412614106532233,0.29853693491373273,0.1251690737384162
user_454015,240,0.40711520446691013,0.29678900152977344,-0.12544058090131865,0.6279665447370396,0.3255190035582903,0.11519792430127843
user_454015,270,0.38402561401164514,0.2738200946874915,-0.14275777374276744,0.6510561351923047,0.3484879104005722,0.13251511714272715
user_938022,0,0.3475703678826079,0.3245844214099915,-0.13071821035086068,0.647570367882608,0.2845844214099916,0.1692817896491393
user_938022,30,0.38122920727492376,0.3107934905860357,-0.1054740808066238,0.6139115284902922,0.29837535223394734,0.1440376601049024
user_938022,60,0.3839422649556352,0.28210001631357723,-0.10343928754609023,0.6111984708095808,0.3270688265064058,0.14200286684436886
user_938022,90,0.3532151682050026,0.2648846465119782,-0.1264846101090647,0.6419255675602134,0.3442841963080049,0.16504818940734328
user_938022,120,0.31729826807029077,0.27497511278408315,-0.15342228521009854,0.6778424676949252,0.3341937300358999,0.19198586450837712
user_938022,150,0.3092133968960824,0.3030942869738883,-0.15948593859075483,0.6859273388691336,0.3060745558460948,0.19804951788903347
user_938022,180,0.3363937479546509,0.3233895300095025,-0.13910067529682846,0.6587469878105651,0.2857793128104806,0.1776642545951071
user_938022,210,0.3738498318313595,0.31720148904029066,-0.11100861238929703,0.6212909039338564,0.2919673537796924,0.14957219168757563
user_938022,240,0.3871446977475432,0.2902194203957331,-0.10103746295215923,0.6079960380176728,0.31894942242424995,0.13960104225043785
user_938022,270,0.3640551072922782,0.2672505135534512,-0.118354655793608,0.6310856284729378,0.3419183292665319,0.15691823509188657
user_823638,0,0.3651852766533033,0.31906182949487194,-0.12506547185858205,0.6651852766533033,0.279061829494872,0.17493452814141794
user_823638,30,0.39884411604561915,0.30527089867091617,-0.09982134231434515,0.6315264372609874,0.2928527603188278,0.14969039859718103
user_823638,60,0.4015571737263306,0.27657742439845767,-0.0977865490538116,0.628813379580276,0.32154623459128623,0.14765560533664748
user_823638,90,0.370830076975698,0.2593620545968586,-0.12083187161678605,0.6595404763309086,0.33876160439288533,0.1707009278996219
user_823638,120,0.33491317684098615,0.2694525208689636,-0.1477695467178199,0.6954573764656204,0.32867113812078036,0.19763860300065578
user_823638,150,0.3268283056667778,0.29757169505876874,-0.1538332000984762,0.7035422476398289,0.3005519639309752,0.2037022563813121
user_823638,180,0.35400865672534626,0.31786693809438293,-0.13344793680454983,0.6763618965812603,0.280256720895361,0.18331699308738572
user_823638,210,0.3914647406020549,0.3116788971251711,-0.10535587389701839,0.6389058127045517,0.28644476186457285,0.15522493017985428
user_823638,240,0.40475960651823856,0.28469682848061356,-0.0953847244598806,0.625610946788368,0.3134268305091304,0.1452537807427165
user_823638,270,0.38167001606297357,0.26172792163833164,-0.11270191730132936,0.6487005372436331,0.3363957373514123,0.16257097358416522
user_670518,0,0.3628931093931372,0.3489177969731052,-0.12334424664216793,0.6628931093931372,0.3089177969731053,0.17665575335783207
user_670518,30,0.396551948785453,0.33512686614914944,-0.09810011709793104,0.6292342700008213,0.32270872779706106,0.15141162381359516
user_670518,60,0.3992650064661645,0.30643339187669094,-0.09606532383739748,0.6265212123201099,0.3514022020695195,0.1493768305530616
user_670518,90,0.36853790971553185,0.2892180220750919,-0.11911064640037193,0.6572483090707425,0.3686175718711186,0.17242215311603604
user_670518,120,0.33262100958082,0.29930848834719687,-0.1460483215014058,0.6931652092054543,0.35852710559901363,0.19935982821706988
user_670518,150,0.32453613840661166,0.327427662537002,-0.15211197488206207,0.7012500803796627,0.3304079314092085,0.20542348159772622
user_670518,180,0.35171648946518014,0.3477229055726162,-0.1317267115881357,0.6740697293210942,0.3101126883735943,0.18503821830379985
user_670518,210,0.38917257334188876,0.3415348646034044,-0.10363464868060428,0.6366136454443856,0.3163007293428061,0.15694615539626838
user_670518,240,0.40246743925807243,0.31455279595884683,-0.09366349924346648,0.6233187795282019,0.34328279798736366,0.1469750059591306
user_670518,270,0.37937784880280745,0.2915838891165649,-0.11098069208491525,0.646408369983467,0.3662517048296456,0.16429219880057933
user_173140,0,0.36196022421472224,0.3216278561565209,-0.1747131383197955,0.6619602242147223,0.281627856156521,0.12528686168020448
user_173140,30,0.3956190636070381,0.3078369253325651,-0.14946900877555863,0.6283013848224065,0.29541878698047674,0.10004273213596757
user_173140,60,0.39833212128774953,0.27914345106010663,-0.14743421551502506,0.6255883271416951,0.3241122612529352,0.098007938875434
user_173140,90,0.3676050245371169,0.2619280812585076,-0.17047953807799954,0.6563154238923277,0.3413276310545343,0.12105326143840843
user_173140,120,0.3316881244024051,0.27201854753061255,-0.19741721317903338,0.6922323240270395,0.3312371647824293,0.14799093653944229
user_173140,150,0.3236032532281967,0.3001377217204177,-0.20348086655968967,0.7003171952012479,0.3031179905926242,0.15405458992009863
user_173140,180,0.3507836042867652,0.3204329647560319,-0.1830956032657633,0.6731368441426794,0.28282274755701,0.13366932662617226
user_173140,210,0.3882396881634738,0.31424492378682006,-0.15500354035823188,0.6356807602659708,0.2890107885262218,0.1055772637186408
user_173140,240,0.4015345540796575,0.2872628551422625,-0.14503239092109407,0.6223858943497871,0.31599285717077935,0.09560611428150301
user_173140,270,0.3784449636243925,0.2642939482999806,-0.16234958376254283,0.6454754848050521,0.3389617640130613,0.11292330712295175
user_266977,0,0.369920481936286,0.3441534501380227,-0.13559481607132212,0.6699204819362861,0.30415345013802275,0.16440518392867787
user_266977,30,0.40357932132860186,0.3303625193140669,-0.11035068652708523,0.6362616425439702,0.3179443809619785,0.13916105438444099
user_266977,60,0.4062923790093133,0.3016690450416084,-0.10831589326655167,0.6335485848632588,0.34663785523443696,0.1371262611239074
user_266977,90,0.3755652822586807,0.28445367524000936,-0.13136121582952612,0.6642756816138914,0.36385322503603607,0.16017158368688184
user_266977,120,0.33964838212396886,0.29454414151211433,-0.15829889093055996,0.7001925817486032,0.3537627587639311,0.1871092587879157
user_266977,150,0.3315635109497605,0.3226633157019195,-0.16436254431121627,0.7082774529228116,0.32564358457412595,0.19317291216857202
user_266977,180,0.358743862008329,0.34295855873753367,-0.1439772810172899,0.6810971018642431,0.30534834153851176,0.17278764887464565
user_266977,210,0.3961999458850376,0.33677051776832184,-0.11588521810975846,0.6436410179875345,0.3115363825077236,0.1446955859671142
user_266977,240,0.40949481180122127,0.3097884491237643,-0.10591406867262067,0.6303461520713508,0.33851845115228113,0.1347244365299764
user_266977,270,0.3864052213459563,0.2868195422814824,-0.12323126151406943,0.6534357425266158,0.36148735799456305,0.15204162937142515
user_540374,0,0.36972641175063586,0.33509102462810186,-0.12468235311847942,0.6697264117506359,0.29509102462810194,0.17531764688152057
user_540374,30,0.4033852511429517,0.3213000938041461,-0.09943822357424253,0.63606757235832,0.3088819554520577,0.15007351733728366
user_540374,60,0.40609830882366316,0.2926066195316876,-0.09740343031370896,0.6333545146776086,0.33757542972451615,0.14803872407675012
user_540374,90,0.37537121207303054,0.27539124973008855,-0.12044875287668341,0.6640816114282412,0.35479079952611525,0.17108404663972454
